Location,ManufactureDate,ReadDate,AgeInDays,Model,MileageKM,MileagePerDay,MaxRangeKM,ReplacementBatt,MileageSinceNewKM,Battery AgeDays,WattHoursPerKM,OriginalRangeKM,SuperchargeFreq,MaxChargeFreq,RunToEmptyFreq,DailyChargeLevel,Cycles
Asia Pacific & Europe (excl UK),3-Apr-15,13-Sep-15,163,Model S P85D,14775,90.1,388,No,14775,164,230,408,twice a month,monthly,never,70%,44.96
Asia Pacific & Europe (excl UK),15-Oct-14,15-Sep-15,335,Model S 85,31712,94.4,378,No,31712,336,218,400,twice a week,a few times a year,monthly,90%,91.18
Asia Pacific & Europe (excl UK),22-Nov-13,16-Sep-15,663,Model S 85,69161,104.2,366,No,69161,664,202,400,a few times a year,a few times a year,never,90%,188.29
Asia Pacific & Europe (excl UK),4-Jun-14,15-Sep-15,468,Model S 85,69239,147.6,365,No,69239,469,187,400,twice a month,a few times a year,a few times a year,90%,174.73
Asia Pacific & Europe (excl UK),3-Apr-15,17-Sep-15,167,Model S P85D,15007,89.3,388,No,15007,168,233,408,twice a month,monthly,never,70%,46.26
Asia Pacific & Europe (excl UK),3-Apr-15,17-Sep-15,167,Model S P85D,15237,90.7,389,No,15237,168,233,408,twice a month,monthly,never,70%,46.91
Asia Pacific & Europe (excl UK),3-Apr-15,17-Sep-15,167,Model S P85D,15471,92.1,389,No,15471,168,234,408,twice a month,monthly,never,70%,47.83
Asia Pacific & Europe (excl UK),3-Mar-14,21-Sep-15,567,Model S P85+,55125,97.1,365,No,55125,568,239,400,monthly,a few times a year,once or twice a year,80%,177.8
Asia Pacific & Europe (excl UK),30-Mar-15,17-Sep-15,171,Model S P85D,16302,94.8,406,No,16302,172,197,408,,,,80%,41.55
Asia Pacific & Europe (excl UK),23-Dec-13,22-Sep-15,638,Model S 85,51815,81.1,375,No,51815,639,198,400,twice a month,a few times a year,never,70%,136.68
Asia Pacific & Europe (excl UK),15-Oct-14,27-Sep-15,347,Model S 85,33439,96.1,377,No,33439,348,218,400,twice a week,monthly,monthly,90%,96.27
Asia Pacific & Europe (excl UK),19-Jun-15,25-Sep-15,98,Model S 85D,8414,85,401,No,8414,99,224,430,a few times a year,a few times a year,never,90%,25.02
Asia Pacific & Europe (excl UK),30-Mar-15,25-Sep-15,179,Model S P85D,18610,103.4,407,No,18610,180,197,408,,,,,47.37
Asia Pacific & Europe (excl UK),28-Mar-14,26-Sep-14,182,Unspecified 85 kWh,20509,112.1,388,No,20509,183,206,400,monthly,twice a month,never,,55.08
Asia Pacific & Europe (excl UK),10-Sep-13,30-Sep-15,750,Model S P85,131000,174.4,366,No,131000,751,215,400,twice a month,daily,a few times a year,100%,377.3
Asia Pacific & Europe (excl UK),19-Dec-14,2-Oct-15,287,Model S 85,9934,34.5,395,No,9934,288,222,400,monthly,a few times a year,once or twice a year,90%,28.65
Asia Pacific & Europe (excl UK),15-Oct-14,27-Sep-15,347,Model S 85,34041,97.8,377,No,34041,348,218,400,twice a week,weekly,monthly,90%,98
Asia Pacific & Europe (excl UK),30-Sep-14,3-Oct-15,368,Model S 85,35580,96.4,371,No,35580,369,259,400,a few times a year,monthly,never,80%,122.64
Asia Pacific & Europe (excl UK),23-Dec-13,1-Oct-15,647,Model S P85,56000,86.4,374,No,56000,648,228,400,a few times a year,a few times a year,a few times a year,90%,169.28
Asia Pacific & Europe (excl UK),19-Sep-15,5-Oct-15,16,Model S 70D,896,52.7,351,No,896,17,197,365,a few times a year,a few times a year,never,90%,2.6
Asia Pacific & Europe (excl UK),10-Feb-15,12-Oct-15,244,Model S P85D,16300,66.5,402,No,16300,245,209,408,monthly,monthly,once or twice a year,90%,44.02
Asia Pacific & Europe (excl UK),6-Dec-13,6-Oct-15,669,Model S P85,67023,100,374,No,67023,670,200,400,weekly,a few times a year,a few times a year,90%,177.72
Asia Pacific & Europe (excl UK),28-Apr-14,4-Sep-15,494,Model S 85,19000,38.4,388,No,19000,495,195,400,a few times a year,a few times a year,once or twice a year,80%,48.56
Asia Pacific & Europe (excl UK),19-Sep-15,8-Oct-15,19,Model S 70D,1068,53.4,351,No,1068,20,198,365,a few times a year,a few times a year,never,90%,3.12
Asia Pacific & Europe (excl UK),31-Dec-13,11-Oct-15,649,Model S P85,100000,153.8,368,No,100000,650,233,400,weekly,twice a month,twice a month,80%,311.3
Asia Pacific & Europe (excl UK),2-Feb-15,13-Oct-15,253,Model S 85,23000,90.6,389,No,23000,254,203,400,twice a month,a few times a year,never,90%,61.1
Asia Pacific & Europe (excl UK),5-Jun-15,11-Oct-15,128,Model S 85D,26085,202.2,395,No,26085,129,207,430,weekly,a few times a year,never,90%,72.2
Asia Pacific & Europe (excl UK),14-Mar-15,18-May-15,65,Model S 85D,5165,78.3,407,No,5165,66,234,430,monthly,monthly,monthly,80%,15.93
Asia Pacific & Europe (excl UK),14-Mar-15,10-Aug-15,149,Model S 85D,7400,49.3,409,No,7400,150,233,430,monthly,monthly,monthly,80%,22.67
Asia Pacific & Europe (excl UK),10-Apr-14,19-Oct-15,557,Model S 85,47500,85.1,383,No,47500,558,205,400,twice a month,monthly,once or twice a year,90%,127.61
Asia Pacific & Europe (excl UK),23-Dec-13,20-Oct-15,666,Model S P85,114400,171.5,375,No,114400,667,204,400,monthly,a few times a year,once or twice a year,80%,308.97
Asia Pacific & Europe (excl UK),1-Nov-13,20-Oct-15,718,Model S 85,53000,73.7,366,No,53000,719,211,400,monthly,a few times a year,once or twice a year,80%,149.83
Asia Pacific & Europe (excl UK),30-Oct-13,21-Oct-15,721,Model S P85,92000,127.4,359,No,92000,722,195,400,monthly,a few times a year,once or twice a year,70%,242.56
Asia Pacific & Europe (excl UK),25-Mar-14,21-Oct-15,575,Model S 60,44780,77.7,256,No,44780,576,200,289,a few times a year,twice a month,monthly,80%,162.4
Asia Pacific & Europe (excl UK),21-Dec-13,21-Oct-15,669,Model S 85,59000,88.1,372,No,59000,670,227,400,monthly,a few times a year,once or twice a year,90%,179.11
Asia Pacific & Europe (excl UK),26-Nov-13,21-Oct-15,694,Model S 85,78676,113.2,365,No,78676,695,226,400,a few times a year,a few times a year,once or twice a year,70%,238.51
Asia Pacific & Europe (excl UK),30-Sep-13,15-Oct-15,745,Model S P85+,40532,54.3,367,No,40532,746,223,400,a few times a year,a few times a year,once or twice a year,70%,121.68
Asia Pacific & Europe (excl UK),1-Mar-14,21-Oct-15,599,Model S P85,25775,43,384,No,25775,600,209,400,monthly,monthly,never,90%,70.51
Asia Pacific & Europe (excl UK),10-Mar-14,1-Oct-15,570,Model S 85,43800,76.7,379,No,43800,571,225,400,twice a month,once or twice a year,never,90%,129.81
Asia Pacific & Europe (excl UK),15-Oct-14,21-Oct-15,371,Model S 85,37896,101.9,375,No,37896,372,218,400,twice a week,weekly,monthly,90%,109.38
Asia Pacific & Europe (excl UK),14-Nov-13,23-Oct-15,708,Model S 85,59060,83.3,380,Yes,47060,565,236,400,monthly,a few times a year,once or twice a year,90%,146.1
Asia Pacific & Europe (excl UK),4-Nov-13,22-Oct-15,717,Model S P85,43500,60.6,374,No,43500,718,218,400,a few times a year,a few times a year,a few times a year,80%,125.74
Asia Pacific & Europe (excl UK),25-Nov-13,23-Oct-15,697,Model S P85+,74000,106,368,No,74000,698,226,400,,,,,223.45
Asia Pacific & Europe (excl UK),19-Sep-15,24-Oct-15,35,Model S 70D,2611,72.5,351,No,2611,36,210,365,monthly,monthly,never,90%,8.08
Asia Pacific & Europe (excl UK),3-Apr-15,24-Oct-15,204,Model S P85D,17865,87.1,392,No,17865,205,235,408,twice a month,monthly,never,70%,55.26
Asia Pacific & Europe (excl UK),3-Apr-15,24-Oct-15,204,Model S P85D,17968,87.6,392,No,17968,205,235,408,twice a month,monthly,never,70%,55.58
Asia Pacific & Europe (excl UK),3-Apr-15,24-Oct-15,204,Model S P85D,18278,89.2,393,No,18278,205,235,408,twice a month,monthly,never,70%,56.47
Asia Pacific & Europe (excl UK),30-Dec-14,24-Oct-15,298,Model S 85,14700,49.2,389,No,14700,299,237,400,twice a month,twice a month,a few times a year,70%,45.31
Asia Pacific & Europe (excl UK),23-Nov-13,24-Oct-15,700,Model S 60,39300,56.1,275,No,39300,701,209,289,twice a week,monthly,twice a month,80%,143.93
Asia Pacific & Europe (excl UK),4-Jun-14,18-Oct-15,501,Model S 85,74631,148.7,364,No,74631,502,186,400,weekly,,a few times a year,90%,187.58
Asia Pacific & Europe (excl UK),6-Jun-14,26-Oct-15,507,Model S 85,64000,126,370,No,64000,508,201,400,twice a month,a few times a year,once or twice a year,70%,171.43
Asia Pacific & Europe (excl UK),19-Sep-15,26-Oct-15,37,Model S 70D,2787,73.3,360,No,2787,38,209,365,twice a month,monthly,never,90%,8.47
Asia Pacific & Europe (excl UK),13-Sep-13,27-Oct-15,774,Model S P85,64908,83.8,388,No,64908,775,224,400,twice a month,monthly,never,90%,189.31
Asia Pacific & Europe (excl UK),5-Jan-14,18-Oct-15,651,Model S 85,57000,87.4,379,No,57000,652,197,400,monthly,a few times a year,once or twice a year,80%,148.82
Asia Pacific & Europe (excl UK),13-Dec-14,21-Oct-15,312,Model S 85,19308,61.7,380,No,19308,313,228,400,a few times a year,a few times a year,never,90%,57.92
Asia Pacific & Europe (excl UK),6-Dec-13,30-Oct-15,693,Model S P85,69300,99.9,371,No,69300,694,200,400,twice a month,a few times a year,a few times a year,90%,184.47
Asia Pacific & Europe (excl UK),19-Sep-15,3-Nov-15,45,Model S 70D,3567,77.5,366,No,3567,46,202,365,twice a month,a few times a year,never,90%,10.39
Asia Pacific & Europe (excl UK),13-May-15,5-Nov-15,176,Model S 85,16840,95.1,385,No,16840,177,204,400,a few times a year,a few times a year,once or twice a year,80%,44.9
Asia Pacific & Europe (excl UK),19-Sep-15,5-Nov-15,47,Model S 70D,3700,77.1,352,No,3700,48,205,365,twice a month,a few times a year,never,90%,11.16
Asia Pacific & Europe (excl UK),3-Apr-15,6-Nov-15,217,Model S P85D,19091,87.6,390,No,19091,218,235,408,twice a month,monthly,never,70%,59.2
Asia Pacific & Europe (excl UK),3-Apr-15,6-Nov-15,217,Model S P85D,19321,88.6,391,No,19321,218,235,408,twice a month,monthly,never,70%,59.84
Asia Pacific & Europe (excl UK),27-Dec-13,8-Nov-15,681,Model S P85,122100,179,361,No,122100,682,211,400,monthly,monthly,once or twice a year,90%,347.41
Asia Pacific & Europe (excl UK),13-Nov-13,5-Nov-15,722,Model S 85,60000,83,393,Yes,28000,337,216,400,monthly,once or twice a year,never,90%,78.74
Asia Pacific & Europe (excl UK),5-Feb-15,9-Nov-15,277,Model S 85D,32161,115.7,393,No,32161,278,206,430,twice a month,a few times a year,never,80%,88.81
Asia Pacific & Europe (excl UK),1-Feb-15,6-Nov-15,278,Model S 85D,14000,50.2,396,No,14000,279,204,430,monthly,monthly,never,80%,38.15
Asia Pacific & Europe (excl UK),1-Oct-13,10-Nov-15,770,Model S 85,40108,52,386,No,40108,771,230,400,a few times a year,a few times a year,once or twice a year,80%,120.43
Asia Pacific & Europe (excl UK),20-Jun-14,17-Aug-15,423,Model S 85,36743,86.7,368,No,36743,424,237,400,monthly,monthly,a few times a year,80%,116.35
Asia Pacific & Europe (excl UK),26-Sep-13,11-Nov-15,776,Model S 85,99478,128,372,Yes,99478,777,211,400,monthly,a few times a year,once or twice a year,90%,278.99
Asia Pacific & Europe (excl UK),15-Oct-14,11-Nov-15,392,Model S 85,41628,105.9,376,No,41628,393,218,400,twice a week,monthly,monthly,90%,120
Asia Pacific & Europe (excl UK),23-Nov-13,12-Nov-15,719,Model S 60,40750,56.6,295,No,40750,720,208,289,twice a week,weekly,a few times a year,80%,143.44
Asia Pacific & Europe (excl UK),1-Jun-14,12-Nov-15,529,Model S 85,22000,41.5,383,No,22000,530,209,400,weekly,monthly,once or twice a year,80%,60.27
Asia Pacific & Europe (excl UK),29-Nov-13,12-Nov-15,713,Model S P85,54971,77,370,Yes,52871,687,244,400,a few times a year,a few times a year,once or twice a year,80%,171.93
Asia Pacific & Europe (excl UK),22-Nov-13,12-Nov-15,720,Model S P85,58000,80.4,372,No,58000,721,245,400,a few times a year,a few times a year,a few times a year,80%,188.88
Asia Pacific & Europe (excl UK),26-Nov-13,13-Nov-15,717,Model S 85,81614,113.7,361,No,81614,718,228,400,a few times a year,a few times a year,a few times a year,70%,250.94
Asia Pacific & Europe (excl UK),17-Mar-14,11-Nov-15,604,Model S P85,57000,94.2,382,No,57000,605,198,400,a few times a year,monthly,never,90%,148.09
Asia Pacific & Europe (excl UK),5-Jun-14,12-Nov-15,525,Model S 85,43123,82,355,No,43123,526,223,400,twice a month,a few times a year,once or twice a year,90%,130.73
Asia Pacific & Europe (excl UK),19-Sep-15,16-Nov-15,58,Model S 70D,4400,74.6,350,No,4400,59,205,365,twice a month,monthly,never,90%,13.31
Asia Pacific & Europe (excl UK),20-Sep-14,24-Nov-15,430,Model S 85,26550,61.6,375,No,26550,431,246,400,a few times a year,a few times a year,a few times a year,80%,86.48
Asia Pacific & Europe (excl UK),4-Jun-14,23-Nov-15,537,Model S 85,81552,151.6,366,No,81552,538,185,400,twice a month,monthly,a few times a year,90%,203.34
Asia Pacific & Europe (excl UK),15-Nov-13,30-Nov-15,745,Model S 85,24281,32.5,377,No,24281,746,223,400,once or twice a year,once or twice a year,never,80%,71.53
Asia Pacific & Europe (excl UK),29-Nov-13,30-Nov-15,731,Model S P85,56138,76.7,377,Yes,54038,705,246,400,monthly,a few times a year,a few times a year,80%,176.63
Asia Pacific & Europe (excl UK),23-Nov-15,24-Nov-15,1,Model S 85D,12,6,420,No,12,2,210,430,monthly,twice a month,never,90%,0.03
Asia Pacific & Europe (excl UK),19-Aug-15,20-Oct-15,62,Model S 70D,2359,37.4,362,No,2359,63,216,365,twice a week,monthly,never,90%,7.39
Asia Pacific & Europe (excl UK),19-Aug-15,10-Nov-15,83,Model S 70D,6300,75,367,No,6300,84,223,365,twice a week,monthly,never,90%,20.24
Asia Pacific & Europe (excl UK),19-Aug-15,3-Dec-15,106,Model S 70D,9199,86,362,No,9199,107,221,365,,,,,29.49
Asia Pacific & Europe (excl UK),21-Dec-13,5-Dec-15,714,Model S 85,63000,88.1,365,No,63000,715,212,400,twice a month,monthly,once or twice a year,90%,180.25
Asia Pacific & Europe (excl UK),17-Mar-14,7-Dec-15,630,Model S P85,60000,95.1,379,No,60000,631,199,400,a few times a year,monthly,never,90%,157.28
Asia Pacific & Europe (excl UK),5-Jun-14,9-Dec-15,552,Model S 85,46500,84.1,374,No,46500,553,222,400,twice a month,a few times a year,a few times a year,90%,136.86
Asia Pacific & Europe (excl UK),10-Dec-13,9-Dec-15,729,Model S P85,173200,237.3,371,Yes,102506,432,232,400,weekly,twice a week,monthly,90%,318.42
Asia Pacific & Europe (excl UK),6-Nov-14,9-Dec-15,398,Model S 60,20100,50.4,303,No,20100,399,189,289,monthly,a few times a year,monthly,90%,63.43
Asia Pacific & Europe (excl UK),14-Aug-15,29-Nov-15,107,Model S 85D,9535,88.3,406,No,9535,108,209,430,a few times a year,a few times a year,a few times a year,70%,26.3
Asia Pacific & Europe (excl UK),26-Mar-14,10-Dec-15,624,Model S P85,124004,198.4,370,No,124004,625,226,400,twice a week,monthly,a few times a year,90%,375.73
Asia Pacific & Europe (excl UK),31-Dec-13,10-Dec-15,709,Model S P85,108400,152.7,366,No,108400,710,233,400,weekly,monthly,monthly,80%,338.35
Asia Pacific & Europe (excl UK),17-Sep-13,12-Dec-15,816,Model S 85,52850,64.7,366,No,52850,817,210,400,a few times a year,once or twice a year,a few times a year,80%,148.7
Asia Pacific & Europe (excl UK),25-Nov-13,10-Dec-15,745,Model S P85+,80000,107.2,361,No,80000,746,224,400,a few times a year,weekly,once or twice a year,90%,243.11
Asia Pacific & Europe (excl UK),15-Sep-15,13-Dec-15,89,Model S 90D 2015,1000,11.1,421,No,1000,90,240,432,a few times a year,a few times a year,a few times a year,90%,2.96
Asia Pacific & Europe (excl UK),10-Sep-13,14-Dec-15,825,Model S P85,144000,174.3,366,No,144000,826,214,400,twice a month,daily,a few times a year,100%,412.81
Asia Pacific & Europe (excl UK),26-Jun-14,14-Aug-15,414,Model S 85,48000,115.7,374,No,48000,415,223,400,weekly,a few times a year,once or twice a year,90%,141.91
Asia Pacific & Europe (excl UK),16-Oct-13,14-Dec-15,789,Model S P85+,41868,53,357,No,41868,790,225,400,a few times a year,a few times a year,never,60%,127.73
Asia Pacific & Europe (excl UK),4-Dec-13,15-Dec-15,741,Model S 85,89867,121.1,374,No,89867,742,222,400,twice a month,twice a month,a few times a year,90%,266.1
Asia Pacific & Europe (excl UK),23-Dec-13,11-Dec-15,718,Model S 85,58000,80.7,369,No,58000,719,198,400,monthly,a few times a year,never,70%,154.19
Asia Pacific & Europe (excl UK),1-Dec-13,16-Dec-15,745,Model S 85,61000,81.8,363,No,61000,746,202,400,a few times a year,a few times a year,never,70%,165.74
Asia Pacific & Europe (excl UK),14-Oct-15,16-Dec-15,63,Model S 70,1186,18.5,368,No,1186,64,189,360,,,,80%,3.23
Asia Pacific & Europe (excl UK),20-Nov-13,16-Dec-15,756,Model S 85,108788,143.7,377,No,108788,757,186,400,twice a week,a few times a year,once or twice a year,70%,268.85
Asia Pacific & Europe (excl UK),30-Sep-15,16-Dec-15,77,Model S 90D 2015,9200,117.9,409,No,9200,78,233,432,a few times a year,,,,26.76
Asia Pacific & Europe (excl UK),25-Nov-13,16-Dec-15,751,Model S P85+,80690,107.3,367,No,80690,752,225,400,a few times a year,weekly,a few times a year,90%,242.9
Asia Pacific & Europe (excl UK),25-Nov-13,17-Dec-15,752,Model S P85+,80941,107.5,366,No,80941,753,225,400,a few times a year,weekly,a few times a year,90%,243.97
Asia Pacific & Europe (excl UK),15-Dec-15,18-Dec-15,3,Model S 70D,513,128.3,359,No,513,4,217,365,never,never,never,90%,1.62
Asia Pacific & Europe (excl UK),3-Jun-15,18-Dec-15,198,Model S 85D,24300,122.1,399,No,24300,199,209,430,weekly,a few times a year,never,90%,67.58
Asia Pacific & Europe (excl UK),1-Aug-13,18-Dec-15,869,Model S P85,36000,41.4,375,No,36000,870,244,400,twice a month,a few times a year,never,90%,116.32
Asia Pacific & Europe (excl UK),25-Nov-13,20-Dec-15,755,Model S P85+,81620,108,370,No,81620,756,225,400,a few times a year,weekly,a few times a year,90%,244.74
Asia Pacific & Europe (excl UK),2-Sep-15,19-Dec-15,108,Model S 85,3200,29.4,398,No,3200,109,218,400,weekly,twice a month,a few times a year,80%,8.97
Asia Pacific & Europe (excl UK),30-Sep-14,30-Nov-15,426,Model S 85,40592,95.1,372,No,40592,427,258,400,a few times a year,monthly,never,80%,139.2
Asia Pacific & Europe (excl UK),30-Sep-14,19-Dec-15,445,Model S 85,42700,95.7,376,No,42700,446,258,400,a few times a year,monthly,never,80%,145.67
Asia Pacific & Europe (excl UK),24-Sep-15,21-Dec-15,88,Model S 70D,3000,33.7,368,No,3000,89,233,365,a few times a year,monthly,a few times a year,90%,10.12
Asia Pacific & Europe (excl UK),24-Jun-14,23-Dec-15,547,Model S 85,75000,136.9,378,No,75000,548,222,400,monthly,a few times a year,a few times a year,80%,220.94
Asia Pacific & Europe (excl UK),4-Jun-14,25-Dec-15,569,Model S 85,86781,152.2,375,No,86781,570,185,400,twice a month,monthly,a few times a year,90%,213.86
Asia Pacific & Europe (excl UK),23-Dec-13,25-Dec-15,732,Model S P85,64000,87.3,374,No,64000,733,226,400,a few times a year,a few times a year,a few times a year,90%,191.76
Asia Pacific & Europe (excl UK),26-Sep-13,27-Dec-15,822,Model S 85,106023,128.8,368,Yes,106023,823,223,400,monthly,a few times a year,a few times a year,90%,315.89
Asia Pacific & Europe (excl UK),15-Oct-14,27-Dec-15,438,Model S 85,49285,112.3,376,No,49285,439,218,400,,,,,142.07
Asia Pacific & Europe (excl UK),9-Jan-15,17-Dec-15,342,Model S 85,34822,101.5,377,No,34822,343,222,400,twice a month,monthly,a few times a year,90%,102.09
Asia Pacific & Europe (excl UK),22-Nov-13,28-Dec-15,766,Model S P85,64000,83.4,370,No,64000,767,245,400,a few times a year,a few times a year,a few times a year,80%,208.97
Asia Pacific & Europe (excl UK),13-Dec-14,29-Dec-15,381,Model S 85,35000,91.6,378,No,35000,382,218,400,,,,,100.63
Asia Pacific & Europe (excl UK),13-May-15,20-Dec-15,221,Model S 85,22000,99.1,377,No,22000,222,209,400,a few times a year,a few times a year,once or twice a year,80%,60.72
Asia Pacific & Europe (excl UK),11-Dec-13,31-Dec-15,750,Model S P85,90000,119.8,385,No,90000,751,222,400,twice a week,twice a week,monthly,90%,261.14
Asia Pacific & Europe (excl UK),23-Aug-13,2-Jan-16,862,Model S P85+,47000,54.5,371,No,47000,863,211,400,monthly,a few times a year,never,90%,132.81
Asia Pacific & Europe (excl UK),17-Dec-14,4-Jan-16,383,Model S 85,40000,104.2,384,No,40000,384,225,400,monthly,monthly,never,80%,117.78
Asia Pacific & Europe (excl UK),1-Nov-14,5-Jan-16,430,Model S 85,27594,64,385,No,27594,431,218,400,,,,,78.63
